species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Caviatschudii,Lepidoptera,177.0,264.18,"Mir-1307, Mir-1329, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1911, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-384, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-590, Mir-628, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-737, Mir-76, Mir-770, Mir-877",184,274.63,"Mir-1249, Mir-2114, Mir-325, Mir-544, Mir-722, Mir-727, Mir-9851"
Celastrinaargiolus,Lepidoptera,91.0,135.82,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999, Mir-12, Mir-3049, Mir-36, Mir-375, Mir-957, Mir-999",121,180.6,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-71, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-315, Mir-929, Mir-932, Mir-970, Mir-988"
Centruroidessculpturatus,Lepidoptera,46.0,68.66,"Mir-242, Mir-31",49,73.13,"Mir-1175, Mir-1993, Mir-216"
Ceratitiscapitata,Lepidoptera,45.0,67.16,"Mir-133, Mir-153, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-33, Mir-36, Mir-71, Mir-750",54,80.6,"Mir-1175, Mir-193, Mir-3, Mir-306, Mir-316, Mir-932, Mir-957, Mir-971, Mir-999"
Ceratotheriumsimumcottoni,Lepidoptera,177.0,264.18,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-727, Mir-737, Mir-76",194,289.55,"Mir-1271, Mir-1379, Mir-1805, Mir-1911, Mir-224, Mir-2355, Mir-2387, Mir-296, Mir-337, Mir-458, Mir-592, Mir-598, Mir-672, Mir-722, Mir-726, Mir-769, Mir-877"
Ceratotheriumsimumsimum,Lepidoptera,177.0,264.18,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-727, Mir-737, Mir-76",194,289.55,"Mir-1271, Mir-1379, Mir-1805, Mir-1911, Mir-224, Mir-2355, Mir-2387, Mir-296, Mir-337, Mir-458, Mir-592, Mir-598, Mir-672, Mir-722, Mir-726, Mir-769, Mir-877"
Cercerisrybyensis,Lepidoptera,88.0,131.34,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989, Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970, Mir-989",114,170.15,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-929, Mir-932, Mir-965, Mir-971, Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-67, Mir-929, Mir-932, Mir-965, Mir-971"
Cervushangluyarkandensis,Lepidoptera,172.0,256.72,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-384, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",190,283.58,"Mir-1301, Mir-1379, Mir-203, Mir-2114, Mir-325, Mir-350, Mir-431, Mir-448, Mir-486, Mir-489, Mir-598, Mir-653, Mir-672, Mir-676, Mir-71, Mir-722, Mir-737, Mir-877"
Ceutorhynchusassimilis,Lepidoptera,45.0,67.16,"Mir-153, Mir-2001, Mir-242, Mir-278, Mir-29, Mir-3049, Mir-306, Mir-36, Mir-989",55,82.09,"Mir-12, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-929, Mir-932, Mir-970"
Cheilosiavulpina,Lepidoptera,100.0,149.25,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Bantam, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-989, Mir-999",113,168.66,"Mir-275, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999, Mir-275, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971"
Cheirogaleusmedius,Lepidoptera,177.0,264.18,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",193,288.06,"Mir-1271, Mir-1329, Mir-1379, Mir-1805, Mir-1842, Mir-224, Mir-2483, Mir-296, Mir-493, Mir-511, Mir-598, Mir-675, Mir-71, Mir-722, Mir-770, Mir-9851"
Chelmonrostratus,Lepidoptera,99.0,147.76,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76, Mir-875",101,150.75,"Mir-147, Mir-729"
Chelonusinsularis,Lepidoptera,41.0,61.19,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-3, Mir-306, Mir-36, Mir-989",56,83.58,"Mir-1000, Mir-124, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-29, Mir-3049, Mir-316, Mir-927, Mir-929, Mir-932, Mir-965, Mir-970, Mir-971"
Cheumatopsychecharites,Lepidoptera,46.0,68.66,"Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-33, Mir-36, Mir-989",56,83.58,"Mir-1000, Mir-12, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-306, Mir-316, Mir-970, Mir-971"
Chilosuppressalis,Lepidoptera,49.0,73.13,"Mir-12, Mir-242, Mir-3049, Mir-957, Mir-999",62,92.54,"Mir-1000, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-315, Mir-36, Mir-929, Mir-932, Mir-970, Mir-988"
Chironomusriparius,Lepidoptera,25.0,37.31,"Let-7, Mir-12, Mir-153, Mir-1993, Mir-2001, Mir-210, Mir-242, Mir-3049, Mir-316, Mir-34, Mir-36, Mir-67, Mir-71, Mir-750, Mir-87, Mir-957, Mir-989",50,74.63,"Bantam, Iab-4, Mir-1, Mir-1000, Mir-124, Mir-14, Mir-193, Mir-22, Mir-275, Mir-276, Mir-2765, Mir-2796, Mir-281, Mir-282, Mir-29, Mir-3, Mir-306, Mir-317, Mir-92, Mir-929, Mir-932, Mir-970, Mir-971, Mir-988, Mir-999"
Chiroxiphialanceolata,Lepidoptera,105.0,156.72,"Mir-150, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",111,165.67,"Mir-1467, Mir-1781, Mir-194, Mir-2131, Mir-722, Mir-737"
Chloroclystasiterata,Lepidoptera,94.0,140.3,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3, Mir-3049, Mir-957, Mir-1993, Mir-242, Mir-3, Mir-3049, Mir-36, Mir-999",121,180.6,"Mir-1000, Mir-14, Mir-153, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-316, Mir-375, Mir-932, Mir-957, Mir-970, Mir-988"
Choloepusdidactylus,Lepidoptera,156.0,232.84,"Mir-1301, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-210, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-338, Mir-346, Mir-384, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",186,277.61,"Mir-1251, Mir-1271, Mir-134, Mir-1379, Mir-1842, Mir-185, Mir-1911, Mir-2114, Mir-2184, Mir-224, Mir-337, Mir-350, Mir-361, Mir-432, Mir-433, Mir-448, Mir-452, Mir-483, Mir-493, Mir-504, Mir-544, Mir-592, Mir-598, Mir-653, Mir-672, Mir-676, Mir-722, Mir-737, Mir-877, Mir-9851"
Chrysemyspicta,Lepidoptera,107.0,159.7,"Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-722, Mir-76",108,161.19,Mir-71
Chrysodeixisincludens,Lepidoptera,48.0,71.64,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36",60,89.55,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-316, Mir-932, Mir-957, Mir-970, Mir-999"
Chrysolinaoricalcia,Lepidoptera,46.0,68.66,"Mir-153, Mir-1993, Mir-242, Mir-278, Mir-36",59,88.06,"Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-750, Mir-932, Mir-965, Mir-970, Mir-989"
Chrysoteuchiaculmella,Lepidoptera,92.0,137.31,"Let-7, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-12, Mir-3049, Mir-315, Mir-36",124,185.07,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-3, Mir-316, Mir-929, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-3, Mir-316, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Chrysotoxumbicinctum,Lepidoptera,100.0,149.25,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-71, Mir-750, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",118,176.12,"Mir-275, Mir-306, Mir-36, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999, Mir-153, Mir-275, Mir-306, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Cimexlectularius,Lepidoptera,38.0,56.72,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-3, Mir-36, Mir-375",55,82.09,"Mir-1000, Mir-12, Mir-14, Mir-193, Mir-2001, Mir-275, Mir-2765, Mir-277, Mir-282, Mir-3049, Mir-306, Mir-316, Mir-33, Mir-927, Mir-929, Mir-932, Mir-965"
Cistogasterglobosa,Lepidoptera,84.0,125.37,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-29, Mir-3049, Mir-306, Mir-36, Mir-71, Mir-750, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-36, Mir-71, Mir-750",113,168.66,"Mir-1000, Mir-1175, Mir-12, Mir-193, Mir-2001, Mir-275, Mir-3, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999, Mir-1000, Mir-1175, Mir-12, Mir-193, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Clariasgariepinus,Lepidoptera,90.0,134.33,"Mir-1329, Mir-147, Mir-208, Mir-2184, Mir-252, Mir-278, Mir-281, Mir-315, Mir-726, Mir-729, Mir-76, Mir-875",102,152.24,"Mir-191, Mir-2001, Mir-242, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-7132, Mir-7133, Mir-7147, Mir-728, Mir-734"
Clonorchissinensis,Lepidoptera,8.0,11.94,"Bantam, Mir-10, Mir-1175, Mir-133, Mir-137, Mir-153, Mir-190, Mir-193, Mir-1989, Mir-1990, Mir-1992, Mir-1993, Mir-1994, Mir-2001, Mir-210, Mir-216, Mir-242, Mir-252, Mir-277, Mir-279, Mir-29, Mir-315, Mir-317, Mir-33, Mir-34, Mir-36, Mir-375, Mir-87, Mir-96",20,29.85,"Let-7, Mir-1, Mir-12, Mir-184, Mir-1986, Mir-219, Mir-22, Mir-281, Mir-67, Mir-7, Mir-71, Mir-76"
Closteracurtula,Lepidoptera,141.0,210.45,"Mir-12, Mir-184, Mir-190, Mir-1993, Mir-242, Mir-281, Mir-282, Mir-3049, Mir-92, Mir-957, Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-12, Mir-1993, Mir-242, Mir-3049",183,273.13,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-67, Mir-71, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-153, Mir-193, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Cnaphalocrocismedinalis,Lepidoptera,46.0,68.66,"Mir-12, Mir-153, Mir-242, Mir-278, Mir-2796, Mir-281, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",56,83.58,"Mir-1000, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-929, Mir-965, Mir-970"
Coccinellaseptempunctata,Lepidoptera,92.0,137.31,"Mir-1993, Mir-2001, Mir-242, Mir-275, Mir-278, Mir-1993, Mir-2001, Mir-242, Mir-275, Mir-278, Mir-36",117,174.63,"Mir-12, Mir-153, Mir-22, Mir-2765, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-36, Mir-750, Mir-965, Mir-970, Mir-989, Mir-12, Mir-153, Mir-22, Mir-2765, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-750, Mir-965, Mir-970, Mir-989"
Coliascroceus,Lepidoptera,95.0,141.79,"Mir-12, Mir-153, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",115,171.64,"Mir-1000, Mir-14, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-2765, Mir-929, Mir-932, Mir-970, Mir-988, Mir-1000, Mir-219, Mir-22, Mir-2765, Mir-71, Mir-929, Mir-932, Mir-970, Mir-988"
Colletesgigas,Lepidoptera,44.0,65.67,"Mir-1993, Mir-242, Mir-970, Mir-989",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-36, Mir-929, Mir-932, Mir-965, Mir-971"
Copidosomafloridanum,Lepidoptera,39.0,58.21,"Let-7, Mir-153, Mir-1993, Mir-22, Mir-242, Mir-306, Mir-36, Mir-375, Mir-87, Mir-970, Mir-989",53,79.1,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-29, Mir-3, Mir-3049, Mir-316, Mir-67, Mir-929, Mir-932, Mir-965, Mir-971"
Coremaceramarginata,Lepidoptera,91.0,135.82,"Mir-153, Mir-184, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-7, Mir-71, Mir-750, Mir-988, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",113,168.66,"Mir-1175, Mir-14, Mir-193, Mir-2001, Mir-22, Mir-3, Mir-87, Mir-957, Mir-970, Mir-971, Mir-999, Mir-1175, Mir-14, Mir-193, Mir-2001, Mir-22, Mir-3, Mir-87, Mir-957, Mir-970, Mir-971, Mir-999"
Corvusmoneduloides,Lepidoptera,207.0,308.96,"Mir-132, Mir-150, Mir-2001, Mir-208, Mir-2184, Mir-242, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-722, Mir-726, Mir-727, Mir-76, Mir-150, Mir-2001, Mir-208, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-459, Mir-71, Mir-7147, Mir-722, Mir-726, Mir-727, Mir-76",222,331.34,"Mir-144, Mir-1720, Mir-2131, Mir-599, Mir-725, Mir-737, Mir-875, Mir-147, Mir-1720, Mir-2131, Mir-242, Mir-599, Mir-725, Mir-737, Mir-875"
Cosmiatrapezina,Lepidoptera,96.0,143.28,"Mir-12, Mir-3049, Mir-315, Mir-375, Mir-999, Mir-3049, Mir-315, Mir-375",126,188.06,"Mir-1000, Mir-14, Mir-153, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-1000, Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Cotesiaglomerata,Lepidoptera,42.0,62.69,"Mir-1993, Mir-242, Mir-3, Mir-36, Mir-970, Mir-989",58,86.57,"Mir-1000, Mir-124, Mir-14, Mir-153, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-29, Mir-3049, Mir-316, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971"
Cottopercagobio,Lepidoptera,97.0,144.78,"Mir-1329, Mir-242, Mir-252, Mir-278, Mir-32, Mir-4541, Mir-729, Mir-76, Mir-875",105,156.72,"Mir-147, Mir-191, Mir-2001, Mir-281, Mir-315, Mir-4057, Mir-451, Mir-71"
Craniophoraligustri,Lepidoptera,92.0,137.31,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999",119,177.61,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-275, Mir-2765, Mir-306, Mir-71, Mir-932, Mir-970, Mir-988"
Crassostreagigas,Lepidoptera,52.0,77.61,,52,77.61,
Crassostreavirginica,Lepidoptera,49.0,73.13,,52,77.61,"Mir-1985, Mir-1986, Mir-210"
Criorhinaberberina,Lepidoptera,152.0,226.87,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-279, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",173,258.21,"Mir-1175, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999, Mir-1175, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999, Mir-1175, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Crocalliselinguaria,Lepidoptera,93.0,138.81,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-999, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-71",118,176.12,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988, Mir-1000, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-36, Mir-929, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Crocutacrocuta,Lepidoptera,165.0,246.27,"Mir-1247, Mir-1329, Mir-1379, Mir-1397, Mir-149, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-203, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-431, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-541, Mir-598, Mir-675, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76, Mir-935",182,271.64,"Mir-1298, Mir-1416, Mir-1911, Mir-224, Mir-2355, Mir-2387, Mir-384, Mir-448, Mir-452, Mir-504, Mir-592, Mir-615, Mir-672, Mir-676, Mir-722, Mir-877, Mir-9851"
Cuculuscanorus,Lepidoptera,99.0,147.76,"Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-459, Mir-599, Mir-71, Mir-722, Mir-725, Mir-727, Mir-76",112,167.16,"Mir-139, Mir-1559, Mir-1662, Mir-1720, Mir-1729, Mir-1781, Mir-1805, Mir-2131, Mir-2184, Mir-2984, Mir-7147, Mir-726, Mir-875"
Culexquinquefasciatus,Lepidoptera,52.0,77.61,"Iab-4, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-34, Mir-36, Mir-750",59,88.06,"Mir-14, Mir-2001, Mir-2765, Mir-306, Mir-970, Mir-971, Mir-999"
Culteralburnus,Lepidoptera,96.0,143.28,"Mir-1329, Mir-2001, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-76",105,156.72,"Mir-147, Mir-191, Mir-242, Mir-425, Mir-4541, Mir-71, Mir-7133, Mir-729, Mir-875"
Cyanirissemiargus,Lepidoptera,96.0,143.28,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-375, Mir-957, Mir-12, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-375, Mir-957",121,180.6,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-3, Mir-36, Mir-932, Mir-970, Mir-988, Mir-999, Mir-1000, Mir-14, Mir-153, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-932, Mir-970, Mir-988, Mir-999"
Cyclopteruslumpus,Lepidoptera,95.0,141.79,"Mir-1329, Mir-242, Mir-252, Mir-278, Mir-281, Mir-32, Mir-729",107,159.7,"Mir-139, Mir-147, Mir-2001, Mir-4057, Mir-451, Mir-4541, Mir-459, Mir-71, Mir-7133, Mir-725, Mir-76, Mir-875"
Cydiasplendana,Lepidoptera,94.0,140.3,"Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-957, Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-999",117,174.63,"Mir-1000, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-71, Mir-932, Mir-965, Mir-970, Mir-999, Mir-1000, Mir-14, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-316, Mir-932, Mir-957, Mir-965, Mir-970"
Cygnusatratus,Lepidoptera,102.0,152.24,"Mir-150, Mir-1781, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-599, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",108,161.19,"Mir-1467, Mir-1720, Mir-1729, Mir-2184, Mir-2984, Mir-875"
Cygnusolor,Lepidoptera,101.0,150.75,"Mir-150, Mir-1781, Mir-2001, Mir-208, Mir-2184, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-727, Mir-737, Mir-76",109,162.69,"Mir-1397, Mir-1467, Mir-1720, Mir-1729, Mir-2984, Mir-599, Mir-726, Mir-875"
Cyprinuscarpiocarpio,Lepidoptera,96.0,143.28,"Mir-1329, Mir-147, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057",104,155.22,"Mir-191, Mir-4541, Mir-71, Mir-7132, Mir-7133, Mir-729, Mir-76, Mir-875"
Danausplexippus,Lepidoptera,48.0,71.64,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",58,86.57,"Mir-1000, Mir-14, Mir-1993, Mir-22, Mir-2765, Mir-375, Mir-71, Mir-929, Mir-970, Mir-989"
Danausplexippusplexippus,Lepidoptera,47.0,70.15,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-3, Mir-375, Mir-71, Mir-929, Mir-970, Mir-989"
Daphniamagna,Lepidoptera,48.0,71.64,"Mir-2001, Mir-242, Mir-2765, Mir-316",49,73.13,Mir-22
Daphniapulex,Lepidoptera,46.0,68.66,"Mir-2001, Mir-219, Mir-242, Mir-2765, Mir-316",48,71.64,"Let-7, Mir-278"
Daphniapulicaria,Lepidoptera,47.0,70.15,"Mir-2001, Mir-242, Mir-2765, Mir-316",49,73.13,"Let-7, Mir-278"
Daubentoniamadagascariensis,Lepidoptera,184.0,274.63,"Mir-1397, Mir-1662, Mir-1788, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-460, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-76",199,297.01,"Mir-1329, Mir-1379, Mir-1416, Mir-1805, Mir-1842, Mir-2355, Mir-2483, Mir-4541, Mir-458, Mir-511, Mir-672, Mir-722, Mir-725, Mir-737, Mir-770"
Deilephilaporcellus,Lepidoptera,92.0,137.31,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-999, Mir-12, Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-932, Mir-999",113,168.66,"Mir-1000, Mir-14, Mir-193, Mir-22, Mir-275, Mir-2765, Mir-932, Mir-965, Mir-970, Mir-988, Mir-1000, Mir-14, Mir-193, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-957, Mir-965, Mir-970, Mir-988"
